#  dtheta [rad],   non-shadow efficiency,    error,  absolute efficiency,   error
-0.0005 0.0003422313483915085 0.00019755354793122605 3e-06 1.7320482094907175e-06
-0.00045 0.0010266940451745254 0.000342055619831328 9e-06 2.9999864999696248e-06
-0.0004 0.003308236367784656 0.0006133070646473713 2.9e-05 5.3850867216786774e-06
-0.00035 0.008327629477526854 0.0009706084555534083 7.3e-05 8.543691883489245e-06
-0.0003 0.01813826146475017 0.001425352442127433 0.000159 1.2608517716210736e-05
-0.00025 0.04186630161989502 0.002139166669894787 0.000367 1.915372838378993e-05
-0.0002 0.08384668035592058 0.0029602356398198246 0.000735 2.7100918342373566e-05
-0.00015 0.1524070271503536 0.0038387995610596084 0.001336 3.6526909313545816e-05
-0.0001 0.2485740360483687 0.0046160472685476015 0.002179 4.662887473443896e-05
-5e-05 0.3736025553274013 0.005166889509449199 0.003275 5.7133828639432173e-05
0.0 0.5058179329226558 0.005339982931734393 0.004434 6.644049701800853e-05
5e-05 0.6443075519050878 0.005113087207108112 0.005648 7.494064381895848e-05
0.0001 0.7670545288615104 0.004514810451960242 0.006724 8.17238510105832e-05
0.00015 0.8576317590691307 0.0037321256251740347 0.007518 8.637985688805001e-05
0.0002 0.9216290212183436 0.0028704829600147536 0.008079 8.95194378836239e-05
0.00025 0.9606433949349761 0.002076773730758344 0.008421 9.137880913537886e-05
0.0003 0.9832306639288159 0.0013714655666364792 0.008619 9.243761593096177e-05
0.00035 0.9940679899612138 0.000820178253642949 0.008714 9.294119756060818e-05
0.0004 0.9978325347935204 0.0004967114419520479 0.008747 9.311546590658289e-05
0.00045 0.9994296144193475 0.0002550114277974869 0.008761 9.31892959464766e-05
0.0005 0.999771845767739 0.00016131099974506734 0.008764 9.320510878701875e-05
