#  dtheta [rad],   non-shadow efficiency,    error
-0.0005 0.0 0.0
-0.00045 0.0038022813688213253 0.0014343924905908273
-0.0004 0.01195002715915261 0.002532485731758013
-0.00035 0.02933188484519278 0.003932588215002742
-0.0003 0.051602390005431875 0.005155885208380659
-0.00025 0.0896252036936448 0.00665730258074226
-0.0002 0.1477457903313416 0.008270185313022772
-0.00015 0.24117327539380773 0.009970317888581319
-0.0001 0.36393264530146663 0.011213344531951925
-5e-05 0.5046170559478544 0.011652647082417046
0.0 0.6409560021727322 0.011180495486904377
5e-05 0.7588267246061923 0.009970317888581317
0.0001 0.8495382944052146 0.008332543242279722
0.00015 0.915263443780554 0.006490551033701488
0.0002 0.957631721890277 0.004694537091202243
0.00025 0.9766431287343835 0.0035200464040613453
0.0003 0.9929386203150462 0.001951547332707372
0.00035 0.9972840847365562 0.0012129437411248448
0.0004 0.9989136338946225 0.00076775946593667
0.00045 1.0 0.0
0.0005 1.0 0.0
